,003226397dea136ed839751a39f8a9d18245b19c__87da0d83a82bc403682ed75dde773a128fd39d80,0114ea8b5337d3fc9972f708d003a373448546bf__7c813583b2856739de42da86eb87a335f928996b,0347348c83d6955a58008d5a21f7f72f4b70e595__0d1cd7f444155d462f4a8068d0f58584d5d422d0,0443cbeeb212b759b2b0614dc62f8f8f63f25ed3__19289a2ce70425c37d1d9e75fafd4b9b117fb120,04ab593189b361c32310d7f7a75a932191b0af8e__e095f195b224bc589ff9f9ced9539f4b303fa3b1,093eca7bebd3c44bf3464cd57e478a540ee44283__68ce948ccb24aa38e02fd890a251d1ca75af6bdf,0b1de953cab615331a751674f56c9134087a8a39__178887170c9eff9a9dde52a2a8f6ec5480d419eb,0c2f9f0fce0f423c44acb20ab9b2370dbc1ad997__1a14cc5598389ca0d8ecae72148c319fb1b53f07,0d94cc516427b96bf2647bae5981d4441bd47e06__141e87def61bc02a3ecbb997501729384a7f530d,0dd6fb6ef03b25bc3bb27afb64e8de384e07f209__9bec94abdc90a34abf5d9fa42fb3b9c70bb41afd,10569a326b860e87f6ebb7bf569af9ea59cc252a__32d88170812ea8295536a4ecb1976b94ce5622ec,151a885826605da491a2a3faf5bfd03c06ac0cb0__2a4140e4b7066d816eafd21f55a67b479cc1053b,1a385b975983da493645a675a8641916af765323__a76669f6980e2ac9cf7f0b01c38fd57e6a9963c9,1af4e931d771cede75b6465f86a53bf70ec99648__beb2d0e3dda871d26470bdee05d0ba476e18ba31,1cebbcb575ff4a7c04e5a3ca04c188c4f8bf995d__aad2746868089ddce4ac2b9053c0080a2878a5d8,1d2ed8e2d77ba0b5db5888b8ffb378d414418d3d__b67013996f0a4bd01ef8488249de64a1fc4bf33c,1f39bb77849fbbbadd96c5d389e6d2b0966f8659__9f252e33bf7034f378f8be1c526c8d14bd46d3f4,20308ffe67ce288f5f13ff47cf4591e175fe0055__a59e3e28e8402014d77c214f695046f34ab61e65,20aee0634592e7fb160c2a0810a345df4cd0cb4a__db8aaf03ad1718cb258302322356f4d9cd7ab427,22bda8462224e3e3abfe8a85bd3df306a307ff97__d04866d410805690b40716dc4d9aedaad44d7d3b,232377cb7ac99fd3d977138e9e590f1adc5a059f__bc555a0778aabb18da143c2b8e6d51626909e5dc,232ea353da614452c805f519bbc191b52b1aeb0a__81cb650fe12606974f2e1df6dab8c7d352af146e,23bc9d59a663fc804d6ae93095368bb98c184b97__6334bf097e8da5e414fa2ebaf72a507c1cd70fea,24189da06957f2778a1be0217f4f582c129db075__f221203531120678ee4bb85c0468c4201d309957,24b955605a9da626001f5b858e2b36ae8cc3cc64__7b579dcdc6795cd311d0b154d17f9108f29899d8,2591a13ff3084408f539c5969f68078706b9e5fd__320ed259e26a76bc59b260903331696aa224a761,25c0c9a745a4b42e5fba4346300c817fc1a44b70__d2f9d17e093b585ea7a7c351768bac11aeecc088,2754ee8893521ca60908bd1700f49573dcb6cb68__9405373618a389488968aa3317041e047a3a50cb,2776c7bf16a3055265d40b26576e0712ca3392dc__f58c692f73eb4b4c539ac4d876be3cae78d7e844,27f7071f42abcacaa92fbd33c163db7f3a3177e6__f48717cc851efe691649e4a4e5102e678d221edc,2a0fbb196d40c3a9716ed4ca30621511b5835cac__c3981847a3a01b9dfebc825f97a405eca9b7888b,2d45777de3c3acc5cb7f7ec8b247b9d99ada5481__d40ad25b7ebeb801a463ebde2109cccb3c3117f8,2eed7bd05ff7d756ab97146723773933263764b8__fabbc5550ab7bbcd63e004b8e40fa32d75cef1c2,300f0c2aef8e29a9f8f39aabdd0acf20be0366d5__5b6ddb422ad48ed796cb9669bd1f104a554bd4ff,30e77c6cd9b8a7ae4620c5ec96ba8d27cbb82d62__f55b7e06c7656d3ef235d72e9d0eab4148c01ead,35a7ff031964bbb621f99fd019232f6a1f9e578e__fbd50e5036f576528315fadb93611ac87b4e3ed5,3695b0f9d64d4def54235fb83811db7bf6cbfbc7__e6fb1f2b55a68fa69808b4ceae3e41eac4210a14,37ad96d46f7c9beabb3afbdfaa2eb5d17e77eac4__b1bee7cf865e92f5dd3ed13e9d00c51823ab5f44,383da33ed6ebbf01dd572ddf55fb1816b57bcf8e__524fe3467dd33ab0c980a034b1b86a79575ec6f5,3b74c7487bf07b7f055c96fbdeddbc4aa447a2cd__8d428a86bb1278a11233e4951c928e5b84334530,3e1494531868e6b332b6ff39648b3853605a8b5a__494ce9f6b00e40bbbcbed36950978591ffa4f281,418718126d84592677db68162608f9263d932ad0__91834847ec605a55a5d63cf0893416237796955e,42d66a23b4af74335cfdcd9f91959cb16dc730f3__b7413d9cbb3ac30db763de4347a5b15520df4311,44b29ead33bc9a8c27776c5dd9b6a3003e868b10__62bb8ad9d66852c6edeacae5b4314e7d6c083cbe,451b589b66023adef0d7d3b3d388a8f557f81fb3__57e235cf87a3bfd9c26b9eff4ed91c8988257aa0,468412daba6d0fcca3855c5ef87b514f36cc90e8__c88f998a53d51def6a632204b3a914f14672f466,48e4b26bd1ee37a92979efc36f9c6652ff448be7__771d6bdef9bc9d5bd4d0672f46e138758c42484c,53e74d841a5367012bad0043281be13697eda99b__6b3d1bc197c1398fe9be8cb9ab28c6bcf67584eb,54f653ece199f2366d66929cdef66037eabcda4d__8c8021ffb9a042c7038c97863ab7d77d768f1b65,572c12e81319ccd47cc0c637c82efadd03fd05ab__b2881852a6b072c731c0a54001d2908b488cd86e,57bbdda69be379367fd1ff54602ff88fbeeda216__b0d8ea2706a1f0e3d65a35a4a96bb94325d95081,58578c46040dbc449f28dd1f712f8ead171619de__b943e6e1a31643c2b9a6863181434fac2b462282,597676f0753760244fb9cff34a4e51338f4de479__c91b1d155985abd86798a532986b4cb9292a8e5e,5c5f76af16e9fc7f5b65df390b0d4cc6d64e6f20__66a68ff98c9dc9ac2f957357584f6c7b09205eff,61494a1aa51f5cea201cf62f3b45402f91c6736f__a2ce69c7c009c9df11c6fa79dbc22ff1a31d14fd,6187786972a9e5bec04741752e78e41fe01fcf4a__72a6e647c0c1b5ab207a2c158b64bb03b9c1249b,61aed7627ce3a201d05adc367cfc5000623def1f__99ddaa1fe9477ff7b93c4d93f94e640c6b1542e9,61ca37eda04fa9cda926832af8e1d6247e32cf64__aa5e5c02ff09cdb8e2bb8626e2041d3dd976124b,64123deec83560eaade3b0ea27b4ca9a305876b2__e949121bc8f202a218ccdae516a0714056251d4f,68105eb6e6cf01285572d2803ee527f3f73c264e__b4609914d65b95ce25ead9a5d78cb665444c8c3b,69261de62c80769e1123b64d7814ffeb49e5d089__f1209119572225d3bf3ec0e4f277fa4fcd187b8c,6a73b5f7a9101688e5a2d69b311d0eea43c6f2ac__c1d8b0a200fccaeee385694730ed93ddc88151ca,6b23c7a6c36d0f85d64a684da3db8069ace82a86__bd710cf0218d90e1ca1f19b656d67d5541a9449e,70352d5b88588686acc05429f152c39f18a9bf64__9a0c4eec304fd84dc145eb05002e84d712a45808,70ab9f096885224a41b749e70fd2a275bd459f69__dc66847f5251444390a182f7796bd3c5ffe607d0,72df1cbd80503398fe1757e9cdd1759130548ea1__7c1f71145be6a0c2e5335af4731971b65f6e40d7,73bf2538b65f1045415cd8c02ae8ec350e50fc27__ea1986f9c7af203cae7df107239cb693d2b350d5,73d49b26ea82c3407d15858cc824faba19d33451__a83e2d0bce2af470b2f9d0ad39edbcc312683f51,740b7fa3e391509f05f4035819618c56778a57f5__86a5b5bf91a64fd48da40b63457f423a96fadb9b,778ca7685ad626105b7ac2b5475ca5ea4b28c88e__9ece22dfb09c975013427cd8e934e0281f4f0173,79526fbbf2b5b665dd48313de7710b8a61ae1350__bfc1f657d4300c37a66a1ecaff22619f3760dfbf,7bf08a4c847be57bdf96c97fb73ef63807897f76__8d232227b5be19d243bcb3aef9a247fd287378f2,7dada41b6ef5df64ff39892a5bf5ca0033bbfffb__f1036a8866d0a98af69099f5d633b25b347d5b25,8018bdefd427d39b452771ebd4ee778634835f1c__f4c96149248258985c3d93fb04e872b6f8da1ea5,88609d4b8e9bedc88dcd14c27d7f4e5a2e519b05__d3aa93e3453ea2d5ea0e39324d8f2d9a0ac0aa43,8c5c8757e062c14f96b3960beb3e0d5385b48d4f__8c84ce86834fd345108e41b237b1602b2da12825,92e94c6652180108ffe54446e6ec3e2706c99d2d__a58832b89ef8735b9a620bc1b970388dc1d91753,94dfcacaeaeffd12b519e33ed1180416c982412f__d5209170f53254aaa09349b939f35195a7f2ab89,95f763297c79dd3475d53f3c53626e570020d97b__c6da4761b629950782fb82cface51f9da60c1d60,99685b46d2b1f1b44600cf4a8ea424624da9a4c4__f4816fdb737ee0bb7e970dcf1b04736e29d0ecfd,9a426108dc14ace2664c5d92d6a94daa1c372c4e__d54320238a2d670f64e50cfc4b53b8324ab92a35,a3d0b3f3d3a97111f92bed9867bc662eb3e3034d__adb7578e6035d3a26b7b3765cabf67d6aa128835,a48e0222014ff62407038767861c6913d74d911d__f8063f46be054f0afbe8e0918615f2d879c9fba4,a9c13ada98fa493dd3552c794fdb3af9e9fbd523__b2b3bb0ba0a440f1504311a5198a07568acefb8f,ac1b26081b65d65888c96fa4d2e67a1930662db2__e749c11832475a0c2ae9ce1feb84d1ceeac1f804,ad5227dede7370ce89fd123e2f437b2c61e22a84__d47c7e06ea7dc9bcc7e1623422eafde68c536530,b285b90ab4d6d1d726efc726b92f4075363004e6__e586659d6d24ea818d327150266eb2fb11faec74,bc2eb35d73fc77796b089c8f95d4a9731c7feed6__beab2d66f3e8c4645eeb1c7c11e4c6f4b413e73f,bd6347e8ae895566e143193feb48607f1135147c__d78d79721710352ac1c940cfa1d22b2b4b2d7704,bd8b695ce961da19805605ba4ed46c91ef9ca25b__ca714350452010fd0f245710481fa92df7997222,c080535cc515ce1e5b2bbe739fd61448a3307cd3__dbcca575d756541447a2740e15fa79a34d776ba0,c933fed82e7b5cbf7230f0f970b69590b40f86a1__f1c98cd0c28ee3c7b3c497dbbd8ad79ee0798978,cc723f5df7b6efd215b220c2f7fffa8ffc4d01db__d06b77b0e17d8e19e304dc0139851d2dafeb0865,def0bf85248be140f431e5074d7cd2c3c92c2e6e__ebc4df9d8c5c64ebaf977428c253c27d07d753d7,e00dd7d40093a7076f519910070ac376913ad9ff__f0ebc0cd0793a11f2885bac8fc2bb1481fc3cece,e39c519f32b15d9b4aeca4be94bd69eb1f16212c__e9729485857fb1808b446704a714ce3e80c6e99b
andrej-karpathy-distilled,flipped,A,B,B,B,B,B,B,B,A,flipped,B,B,A,flipped,A,A,flipped,A,A,B,A,flipped,B,B,A,B,flipped,A,A,flipped,B,A,A,A,A,flipped,B,flipped,A,A,B,A,A,A,A,B,B,B,flipped,flipped,B,A,flipped,flipped,B,A,B,A,missing,A,B,flipped,flipped,A,B,B,flipped,B,B,B,A,B,B,A,A,A,B,B,A,flipped,A,B,B,B,B,B,B,B,A,B,A,A,B,A,A
ayn-rand-distilled,A,A,B,B,B,flipped,B,B,B,flipped,A,B,B,A,A,A,A,A,A,A,B,A,A,B,B,flipped,B,B,A,A,flipped,B,flipped,B,B,flipped,flipped,B,B,A,A,B,B,flipped,A,A,A,B,B,B,B,B,B,flipped,A,A,B,B,A,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,A,A,A,B,B,flipped,A,A,flipped,flipped,flipped,flipped,flipped,B,A,A,B,A,B,B,B,A
balaji-srinivasan-distilled,A,A,B,flipped,B,B,B,B,B,A,A,flipped,B,A,B,A,A,A,A,B,B,flipped,B,B,B,A,B,flipped,A,A,A,B,A,B,B,flipped,flipped,B,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,flipped,flipped,A,B,B,A,missing,flipped,B,B,flipped,A,B,B,A,B,B,B,flipped,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,B,B,A,A,B,A,A
cathie-wood-distilled,A,A,B,flipped,B,B,B,B,B,A,A,B,B,A,B,A,A,A,A,flipped,flipped,A,B,B,flipped,A,B,flipped,A,A,A,B,A,B,A,flipped,B,B,flipped,A,A,B,B,A,A,A,B,flipped,B,flipped,B,B,A,flipped,flipped,flipped,B,B,A,flipped,flipped,B,B,flipped,A,B,B,flipped,B,B,B,A,B,B,A,A,A,flipped,B,A,A,A,A,B,B,B,B,B,A,B,B,A,A,B,A,flipped
charlie-munger-distilled,A,A,B,flipped,B,B,B,B,A,A,B,B,B,A,B,A,A,A,A,flipped,B,A,B,B,B,A,B,B,A,A,flipped,B,flipped,A,B,B,flipped,B,A,A,B,B,A,A,A,A,flipped,flipped,B,flipped,flipped,B,A,flipped,B,B,B,B,A,flipped,A,B,flipped,B,A,B,B,A,B,B,flipped,B,B,B,A,A,A,B,B,A,B,A,flipped,B,B,B,B,B,A,B,B,A,A,B,A,A
elon-musk-distilled,A,A,B,B,B,B,B,B,B,B,A,B,B,A,flipped,A,A,A,A,B,flipped,flipped,B,B,B,A,B,B,A,A,A,B,A,A,B,A,flipped,B,B,A,A,flipped,flipped,A,A,A,B,flipped,B,B,B,B,A,A,B,flipped,flipped,B,A,B,flipped,B,flipped,flipped,A,B,B,A,B,B,A,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,A,B
george-soros-distilled,A,A,B,B,B,B,B,B,B,A,flipped,B,B,A,B,A,flipped,flipped,A,flipped,B,flipped,B,B,B,A,B,B,A,A,B,B,A,B,B,B,B,B,B,A,flipped,B,A,A,A,A,flipped,A,B,B,A,B,A,flipped,B,B,B,B,A,B,B,B,B,B,B,B,flipped,A,B,B,B,flipped,B,B,A,A,A,B,B,A,A,flipped,flipped,B,B,B,flipped,B,flipped,B,B,A,A,B,A,A
howard-marks-distilled,A,A,B,B,B,B,B,B,flipped,A,flipped,B,B,A,B,A,A,A,A,B,B,A,B,B,B,A,B,B,A,A,flipped,B,A,flipped,B,B,B,B,flipped,A,B,B,A,flipped,A,A,A,A,B,B,A,B,A,A,B,flipped,B,B,A,missing,B,B,flipped,B,A,B,B,A,B,B,flipped,flipped,B,B,A,A,A,B,B,A,B,A,flipped,flipped,B,B,B,B,A,B,B,A,A,B,A,flipped
jensen-huang-distilled,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,B,A,B,flipped,A,A,A,B,A,flipped,B,A,flipped,B,B,A,A,B,flipped,A,A,A,B,flipped,B,B,B,B,flipped,A,B,flipped,B,B,A,B,A,B,B,flipped,A,B,B,A,B,B,flipped,A,B,B,A,A,A,B,B,B,A,A,flipped,B,B,B,B,B,B,A,B,A,A,B,A,A
marc-andreessen-distilled,A,A,B,B,B,B,B,B,B,A,A,flipped,B,A,B,A,A,A,A,B,B,flipped,B,B,B,A,B,flipped,A,flipped,A,B,A,flipped,flipped,flipped,B,B,A,A,A,B,A,A,A,A,B,flipped,B,B,B,B,A,flipped,A,flipped,A,B,A,B,A,B,flipped,flipped,A,B,B,A,flipped,B,A,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,A,A
nassim-taleb-distilled,A,A,B,flipped,B,B,B,B,B,flipped,A,flipped,B,A,flipped,A,A,A,A,flipped,B,flipped,B,B,B,A,B,B,A,A,flipped,B,B,A,B,B,flipped,B,B,A,B,B,B,A,A,A,flipped,A,B,B,B,flipped,A,A,B,flipped,B,B,A,flipped,A,B,A,B,A,B,B,A,B,B,B,flipped,A,B,B,A,A,B,B,A,B,A,flipped,flipped,B,B,flipped,B,A,flipped,B,A,A,B,A,B
nassim-taleb-light,A,A,B,flipped,B,B,B,B,B,flipped,flipped,A,A,flipped,B,A,A,A,A,B,B,A,B,B,B,A,B,B,A,A,B,B,B,flipped,B,A,B,B,B,A,B,B,B,A,A,A,A,A,B,B,A,A,A,flipped,B,B,B,B,A,A,flipped,A,flipped,B,A,B,B,A,B,flipped,B,B,A,B,B,A,A,B,B,A,flipped,A,A,B,B,B,flipped,B,A,flipped,B,A,A,B,A,A
naval-ravikant-distilled,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,A,A,A,A,flipped,B,A,B,B,flipped,A,B,B,A,A,flipped,B,A,flipped,B,B,flipped,B,flipped,A,A,B,A,A,A,A,flipped,A,B,B,B,B,A,flipped,flipped,A,B,B,A,B,flipped,B,B,flipped,A,B,B,A,B,B,flipped,A,B,B,A,A,A,B,B,A,A,A,flipped,flipped,B,B,flipped,B,flipped,B,B,A,A,B,A,A
paul-graham-distilled,A,A,B,B,B,B,B,flipped,B,A,flipped,B,B,A,B,A,A,A,A,flipped,flipped,flipped,B,B,B,A,B,B,A,A,flipped,B,A,A,B,B,flipped,flipped,A,A,flipped,B,flipped,A,A,A,B,A,B,flipped,flipped,B,A,flipped,flipped,B,B,B,A,missing,A,B,A,B,A,B,B,A,B,B,flipped,flipped,B,B,A,A,A,B,B,A,flipped,A,flipped,B,B,B,B,B,A,flipped,B,A,A,B,A,A
paul-graham-light,A,A,B,A,B,B,B,flipped,B,A,flipped,flipped,B,A,flipped,A,B,flipped,A,flipped,A,A,B,B,flipped,A,B,B,A,A,A,B,A,A,flipped,B,B,A,A,A,A,B,A,A,A,A,B,A,B,B,A,B,A,flipped,B,B,A,B,A,missing,A,B,A,B,A,B,B,A,B,B,A,B,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,B,A,B,B,A,A,B,A,A
peter-thiel-distilled,A,A,B,B,B,B,A,flipped,B,flipped,A,B,flipped,A,A,A,A,A,A,A,B,flipped,B,B,B,flipped,B,B,A,A,flipped,B,flipped,flipped,B,flipped,flipped,B,B,A,flipped,flipped,B,flipped,A,A,A,A,B,flipped,B,A,A,flipped,flipped,A,B,B,A,B,A,B,flipped,flipped,A,B,B,A,B,A,B,A,B,B,B,A,A,B,B,B,A,flipped,A,flipped,B,flipped,flipped,B,A,A,B,A,flipped,flipped,A,B
peter-thiel-light,A,A,B,B,B,B,A,B,B,flipped,A,B,B,A,flipped,A,A,A,A,A,B,A,flipped,B,A,B,B,B,A,A,flipped,B,B,B,B,A,B,B,B,A,A,B,B,flipped,A,A,A,A,B,B,B,A,A,flipped,B,A,B,B,A,B,flipped,B,B,flipped,A,B,B,A,B,A,B,A,B,B,flipped,A,A,B,B,flipped,A,B,A,flipped,flipped,B,flipped,B,A,B,B,A,B,A,A,B
ray-dalio-distilled,A,A,B,flipped,B,B,B,B,B,A,flipped,B,B,A,B,A,A,A,A,flipped,B,flipped,B,B,B,A,B,B,A,flipped,flipped,B,A,A,B,flipped,B,B,B,A,flipped,B,A,A,A,A,flipped,A,B,B,flipped,B,flipped,flipped,B,flipped,B,B,A,B,B,B,flipped,B,A,B,B,A,B,B,B,flipped,B,B,A,A,A,B,B,A,flipped,A,A,B,B,B,B,B,A,B,B,A,A,B,A,A
richard-hamming-distilled,flipped,A,B,B,B,B,B,B,B,B,flipped,B,B,A,flipped,A,A,A,A,A,B,B,B,B,B,A,B,B,A,A,flipped,B,A,A,B,A,A,B,B,A,flipped,B,B,A,A,A,A,B,B,B,flipped,B,A,A,B,A,B,B,A,B,flipped,B,B,B,A,B,B,A,B,flipped,B,A,flipped,B,A,A,flipped,B,B,A,A,flipped,A,flipped,flipped,B,A,B,A,A,B,A,A,B,A,A
richard-hamming-light,flipped,A,B,B,B,B,flipped,B,B,B,A,B,B,A,flipped,A,A,A,A,A,B,A,flipped,B,B,A,B,B,A,A,flipped,B,A,A,B,A,flipped,B,B,A,flipped,B,B,A,A,A,flipped,flipped,B,B,B,B,A,A,B,A,B,B,A,missing,flipped,B,flipped,B,A,B,B,A,B,B,B,A,A,B,A,A,A,B,B,A,A,A,A,B,B,B,flipped,B,A,flipped,B,A,A,B,A,flipped
sam-altman-distilled,flipped,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,A,A,A,flipped,B,flipped,B,B,B,A,B,flipped,A,A,flipped,B,A,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,B,flipped,B,B,A,A,B,A,flipped,B,A,B,flipped,B,B,B,A,B,B,A,B,B,flipped,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,B,B,A,A,B,A,B
vanilla_opus_4_7,B,A,flipped,B,B,B,flipped,B,B,flipped,B,B,B,A,A,A,B,A,A,A,B,A,B,B,B,A,B,missing,A,A,flipped,B,flipped,A,A,flipped,A,B,B,A,A,B,B,A,A,A,flipped,B,B,A,flipped,B,A,A,B,flipped,B,B,A,,A,B,A,B,A,B,B,A,B,B,B,A,B,B,flipped,A,A,B,B,A,flipped,A,B,B,B,B,flipped,B,A,A,B,B,A,B,A,flipped
